order_id,customer_id,product_id,quantity,order_date,product_name,category,price,revenue
50,223,99,3,2023-01-03 01:00:00,Product_99,Sports,753.36,2260.08
51,122,19,2,2023-01-03 02:00:00,Product_19,Sports,164.87,329.74
52,133,76,2,2023-01-03 03:00:00,Product_76,Clothing,325.79,651.58
53,163,80,2,2023-01-03 04:00:00,Product_80,Clothing,289.04,578.08
54,215,43,2,2023-01-03 05:00:00,Product_43,Home,181.47,362.94
55,221,74,3,2023-01-03 06:00:00,Product_74,Clothing,686.18,2058.54
56,235,89,4,2023-01-03 07:00:00,Product_89,Sports,753.11,3012.44
57,331,20,4,2023-01-03 08:00:00,Product_20,Clothing,257.74,1030.96
58,146,95,4,2023-01-03 09:00:00,Product_95,Sports,347.4,1389.6
59,239,68,1,2023-01-03 10:00:00,Product_68,Sports,906.3,906.3
60,76,44,2,2023-01-03 11:00:00,Product_44,Clothing,439.51,879.02
61,9,23,2,2023-01-03 12:00:00,Product_23,Clothing,663.6,1327.2
62,74,2,3,2023-01-03 13:00:00,Product_2,Electronics,536.04,1608.12
63,442,22,3,2023-01-03 14:00:00,Product_22,Home,717.45,2152.3500000000004
64,492,57,1,2023-01-03 15:00:00,Product_57,Sports,36.25,36.25
65,401,72,1,2023-01-03 16:00:00,Product_72,Home,28.04,28.04
66,253,7,4,2023-01-03 17:00:00,Product_7,Sports,521.14,2084.56
67,230,78,3,2023-01-03 18:00:00,Product_78,Clothing,33.04,99.12
68,7,56,2,2023-01-03 19:00:00,Product_56,Sports,646.0,1292.0
69,174,67,4,2023-01-03 20:00:00,Product_67,Clothing,961.58,3846.32
70,141,16,2,2023-01-03 21:00:00,Product_16,Home,699.01,1398.02
71,168,83,4,2023-01-03 22:00:00,Product_83,Sports,632.65,2530.6
72,170,51,2,2023-01-03 23:00:00,Product_51,Electronics,508.1,1016.2
73,393,82,1,2023-01-04 00:00:00,Product_82,Electronics,699.77,699.77
74,434,80,4,2023-01-04 01:00:00,Product_80,Clothing,289.04,1156.16
75,283,72,2,2023-01-04 02:00:00,Product_72,Home,28.04,56.08
76,122,97,2,2023-01-04 03:00:00,Product_97,Electronics,859.83,1719.66
77,194,12,3,2023-01-04 04:00:00,Product_12,Clothing,87.67,263.01
78,5,53,4,2023-01-04 05:00:00,Product_53,Electronics,662.11,2648.44
79,29,75,2,2023-01-04 06:00:00,Product_75,Home,80.48,160.96
80,165,5,3,2023-01-04 07:00:00,Product_5,Home,728.83,2186.4900000000002
81,422,27,2,2023-01-04 08:00:00,Product_27,Home,558.81,1117.62
82,339,12,4,2023-01-04 09:00:00,Product_12,Clothing,87.67,350.68
83,136,17,1,2023-01-04 10:00:00,Product_17,Sports,414.86,414.86
84,496,6,4,2023-01-04 11:00:00,Product_6,Electronics,976.09,3904.36
85,365,97,4,2023-01-04 12:00:00,Product_97,Electronics,859.83,3439.32
86,321,5,2,2023-01-04 13:00:00,Product_5,Home,728.83,1457.66
87,342,57,2,2023-01-04 14:00:00,Product_57,Sports,36.25,72.5
88,500,28,4,2023-01-04 15:00:00,Product_28,Clothing,615.6,2462.4
89,145,78,3,2023-01-04 16:00:00,Product_78,Clothing,33.04,99.12
90,327,69,3,2023-01-04 17:00:00,Product_69,Home,203.83,611.49
91,217,59,3,2023-01-04 18:00:00,Product_59,Sports,940.83,2822.4900000000002
92,301,33,2,2023-01-04 19:00:00,Product_33,Electronics,24.25,48.5
93,132,62,2,2023-01-04 20:00:00,Product_62,Home,646.86,1293.72
94,292,50,4,2023-01-04 21:00:00,Product_50,Home,629.6,2518.4
95,70,19,1,2023-01-04 22:00:00,Product_19,Sports,164.87,164.87
96,252,86,2,2023-01-04 23:00:00,Product_86,Home,805.45,1610.9
97,415,69,4,2023-01-05 00:00:00,Product_69,Home,203.83,815.32
98,275,66,4,2023-01-05 01:00:00,Product_66,Clothing,392.24,1568.96
99,445,94,1,2023-01-05 02:00:00,Product_94,Sports,778.65,778.65
100,364,47,3,2023-01-05 03:00:00,Product_47,Electronics,638.74,1916.22
101,182,39,4,2023-01-05 04:00:00,Product_39,Electronics,479.43,1917.72
102,167,68,4,2023-01-05 05:00:00,Product_68,Sports,906.3,3625.2
103,91,33,4,2023-01-05 06:00:00,Product_33,Electronics,24.25,97.0
104,202,13,3,2023-01-05 07:00:00,Product_13,Home,35.1,105.30000000000001
105,346,84,3,2023-01-05 08:00:00,Product_84,Clothing,878.7,2636.1000000000004
106,19,54,1,2023-01-05 09:00:00,Product_54,Sports,171.31,171.31
107,39,7,2,2023-01-05 10:00:00,Product_7,Sports,521.14,1042.28
108,126,79,3,2023-01-05 11:00:00,Product_79,Clothing,816.32,2448.96
109,451,87,2,2023-01-05 12:00:00,Product_87,Clothing,289.21,578.42
110,173,14,2,2023-01-05 13:00:00,Product_14,Clothing,963.02,1926.04
111,141,87,3,2023-01-05 14:00:00,Product_87,Clothing,289.21,867.6299999999999
112,242,19,4,2023-01-05 15:00:00,Product_19,Sports,164.87,659.48
113,220,54,1,2023-01-05 16:00:00,Product_54,Sports,171.31,171.31
114,126,93,2,2023-01-05 17:00:00,Product_93,Electronics,378.3,756.6
115,58,20,4,2023-01-05 18:00:00,Product_20,Clothing,257.74,1030.96
116,148,29,3,2023-01-05 19:00:00,Product_29,Clothing,425.4,1276.1999999999998
117,476,24,2,2023-01-05 20:00:00,Product_24,Home,287.13,574.26
118,456,82,2,2023-01-05 21:00:00,Product_82,Electronics,699.77,1399.54
119,317,63,2,2023-01-05 22:00:00,Product_63,Home,463.67,927.34
120,383,74,4,2023-01-05 23:00:00,Product_74,Clothing,686.18,2744.72
121,361,57,4,2023-01-06 00:00:00,Product_57,Sports,36.25,145.0
122,423,8,4,2023-01-06 01:00:00,Product_8,Home,329.73,1318.92
123,1,90,2,2023-01-06 02:00:00,Product_90,Electronics,808.77,1617.54
124,387,62,2,2023-01-06 03:00:00,Product_62,Home,646.86,1293.72
125,461,29,1,2023-01-06 04:00:00,Product_29,Clothing,425.4,425.4
126,348,74,1,2023-01-06 05:00:00,Product_74,Clothing,686.18,686.18
127,190,17,4,2023-01-06 06:00:00,Product_17,Sports,414.86,1659.44
128,191,66,4,2023-01-06 07:00:00,Product_66,Clothing,392.24,1568.96
129,369,6,3,2023-01-06 08:00:00,Product_6,Electronics,976.09,2928.27
130,409,58,4,2023-01-06 09:00:00,Product_58,Clothing,589.92,2359.68
131,312,69,1,2023-01-06 10:00:00,Product_69,Home,203.83,203.83
132,417,28,1,2023-01-06 11:00:00,Product_28,Clothing,615.6,615.6
133,422,62,1,2023-01-06 12:00:00,Product_62,Home,646.86,646.86
134,117,41,2,2023-01-06 13:00:00,Product_41,Home,496.7,993.4
135,134,69,2,2023-01-06 14:00:00,Product_69,Home,203.83,407.66
136,58,82,4,2023-01-06 15:00:00,Product_82,Electronics,699.77,2799.08
137,44,90,3,2023-01-06 16:00:00,Product_90,Electronics,808.77,2426.31
138,173,84,3,2023-01-06 17:00:00,Product_84,Clothing,878.7,2636.1000000000004
139,160,41,3,2023-01-06 18:00:00,Product_41,Home,496.7,1490.1
140,173,49,2,2023-01-06 19:00:00,Product_49,Clothing,380.87,761.74
141,317,91,1,2023-01-06 20:00:00,Product_91,Electronics,990.6,990.6
142,303,49,1,2023-01-06 21:00:00,Product_49,Clothing,380.87,380.87
143,149,76,2,2023-01-06 22:00:00,Product_76,Clothing,325.79,651.58
144,80,71,3,2023-01-06 23:00:00,Product_71,Clothing,109.77,329.31
145,374,3,3,2023-01-07 00:00:00,Product_3,Electronics,545.23,1635.69
146,213,10,4,2023-01-07 01:00:00,Product_10,Clothing,278.12,1112.48
147,203,98,4,2023-01-07 02:00:00,Product_98,Home,434.7,1738.8
148,252,89,3,2023-01-07 03:00:00,Product_89,Sports,753.11,2259.33
149,229,35,2,2023-01-07 04:00:00,Product_35,Home,55.54,111.08
150,164,80,3,2023-01-07 05:00:00,Product_80,Clothing,289.04,867.1200000000001
151,227,2,4,2023-01-07 06:00:00,Product_2,Electronics,536.04,2144.16
152,147,24,3,2023-01-07 07:00:00,Product_24,Home,287.13,861.39
153,20,74,2,2023-01-07 08:00:00,Product_74,Clothing,686.18,1372.36
154,441,38,1,2023-01-07 09:00:00,Product_38,Home,706.62,706.62
155,402,22,2,2023-01-07 10:00:00,Product_22,Home,717.45,1434.9
156,47,26,2,2023-01-07 11:00:00,Product_26,Home,740.52,1481.04
157,233,43,4,2023-01-07 12:00:00,Product_43,Home,181.47,725.88
158,305,55,2,2023-01-07 13:00:00,Product_55,Electronics,79.86,159.72
159,14,39,2,2023-01-07 14:00:00,Product_39,Electronics,479.43,958.86
160,143,91,4,2023-01-07 15:00:00,Product_91,Electronics,990.6,3962.4
161,415,29,4,2023-01-07 16:00:00,Product_29,Clothing,425.4,1701.6
162,1,20,1,2023-01-07 17:00:00,Product_20,Clothing,257.74,257.74
163,373,91,3,2023-01-07 18:00:00,Product_91,Electronics,990.6,2971.8
164,54,41,2,2023-01-07 19:00:00,Product_41,Home,496.7,993.4
165,374,54,4,2023-01-07 20:00:00,Product_54,Sports,171.31,685.24
166,259,20,1,2023-01-07 21:00:00,Product_20,Clothing,257.74,257.74
167,144,19,3,2023-01-07 22:00:00,Product_19,Sports,164.87,494.61
168,471,84,4,2023-01-07 23:00:00,Product_84,Clothing,878.7,3514.8
169,441,99,3,2023-01-08 00:00:00,Product_99,Sports,753.36,2260.08
170,459,66,3,2023-01-08 01:00:00,Product_66,Clothing,392.24,1176.72
171,12,30,2,2023-01-08 02:00:00,Product_30,Clothing,255.25,510.5
172,330,53,2,2023-01-08 03:00:00,Product_53,Electronics,662.11,1324.22
173,224,34,4,2023-01-08 04:00:00,Product_34,Electronics,124.91,499.64
174,272,22,3,2023-01-08 05:00:00,Product_22,Home,717.45,2152.3500000000004
175,456,67,4,2023-01-08 06:00:00,Product_67,Clothing,961.58,3846.32
176,358,6,4,2023-01-08 07:00:00,Product_6,Electronics,976.09,3904.36
177,460,79,3,2023-01-08 08:00:00,Product_79,Clothing,816.32,2448.96
178,408,27,4,2023-01-08 09:00:00,Product_27,Home,558.81,2235.24
179,156,10,3,2023-01-08 10:00:00,Product_10,Clothing,278.12,834.36
180,373,73,3,2023-01-08 11:00:00,Product_73,Electronics,103.5,310.5
181,8,97,3,2023-01-08 12:00:00,Product_97,Electronics,859.83,2579.4900000000002
182,122,96,3,2023-01-08 13:00:00,Product_96,Sports,931.45,2794.3500000000004
183,348,48,1,2023-01-08 14:00:00,Product_48,Sports,54.85,54.85
184,164,70,3,2023-01-08 15:00:00,Product_70,Home,78.67,236.01
185,90,59,2,2023-01-08 16:00:00,Product_59,Sports,940.83,1881.66
186,136,100,2,2023-01-08 17:00:00,Product_100,Clothing,757.0,1514.0
187,186,59,2,2023-01-08 18:00:00,Product_59,Sports,940.83,1881.66
188,316,2,3,2023-01-08 19:00:00,Product_2,Electronics,536.04,1608.12
189,178,29,2,2023-01-08 20:00:00,Product_29,Clothing,425.4,850.8
190,28,68,1,2023-01-08 21:00:00,Product_68,Sports,906.3,906.3
191,220,65,4,2023-01-08 22:00:00,Product_65,Sports,942.05,3768.2
192,357,83,3,2023-01-08 23:00:00,Product_83,Sports,632.65,1897.9499999999998
193,41,26,2,2023-01-09 00:00:00,Product_26,Home,740.52,1481.04
194,228,89,1,2023-01-09 01:00:00,Product_89,Sports,753.11,753.11
195,192,10,4,2023-01-09 02:00:00,Product_10,Clothing,278.12,1112.48
196,411,53,1,2023-01-09 03:00:00,Product_53,Electronics,662.11,662.11
197,447,79,2,2023-01-09 04:00:00,Product_79,Clothing,816.32,1632.64
198,145,59,1,2023-01-09 05:00:00,Product_59,Sports,940.83,940.83
199,201,22,4,2023-01-09 06:00:00,Product_22,Home,717.45,2869.8
200,417,51,2,2023-01-09 07:00:00,Product_51,Electronics,508.1,1016.2
201,212,48,4,2023-01-09 08:00:00,Product_48,Sports,54.85,219.4
202,461,21,1,2023-01-09 09:00:00,Product_21,Sports,553.73,553.73
203,220,22,3,2023-01-09 10:00:00,Product_22,Home,717.45,2152.3500000000004
204,240,100,3,2023-01-09 11:00:00,Product_100,Clothing,757.0,2271.0
205,413,98,3,2023-01-09 12:00:00,Product_98,Home,434.7,1304.1
206,397,30,3,2023-01-09 13:00:00,Product_30,Clothing,255.25,765.75
207,46,25,4,2023-01-09 14:00:00,Product_25,Clothing,955.32,3821.28
208,35,28,3,2023-01-09 15:00:00,Product_28,Clothing,615.6,1846.8000000000002
209,253,65,4,2023-01-09 16:00:00,Product_65,Sports,942.05,3768.2
210,390,45,2,2023-01-09 17:00:00,Product_45,Electronics,404.52,809.04
211,82,68,3,2023-01-09 18:00:00,Product_68,Sports,906.3,2718.8999999999996
212,371,7,4,2023-01-09 19:00:00,Product_7,Sports,521.14,2084.56
213,256,49,3,2023-01-09 20:00:00,Product_49,Clothing,380.87,1142.6100000000001
214,197,9,3,2023-01-09 21:00:00,Product_9,Sports,797.23,2391.69
215,303,36,3,2023-01-09 22:00:00,Product_36,Clothing,50.32,150.96
216,409,83,4,2023-01-09 23:00:00,Product_83,Sports,632.65,2530.6
217,450,1,1,2023-01-10 00:00:00,Product_1,Home,61.16,61.16
218,10,10,3,2023-01-10 01:00:00,Product_10,Clothing,278.12,834.36
219,312,36,3,2023-01-10 02:00:00,Product_36,Clothing,50.32,150.96
220,286,73,2,2023-01-10 03:00:00,Product_73,Electronics,103.5,207.0
221,242,46,1,2023-01-10 04:00:00,Product_46,Sports,619.69,619.69
222,251,32,4,2023-01-10 05:00:00,Product_32,Sports,760.27,3041.08
223,365,32,2,2023-01-10 06:00:00,Product_32,Sports,760.27,1520.54
224,5,6,3,2023-01-10 07:00:00,Product_6,Electronics,976.09,2928.27
225,119,48,2,2023-01-10 08:00:00,Product_48,Sports,54.85,109.7
226,289,38,2,2023-01-10 09:00:00,Product_38,Home,706.62,1413.24
227,374,17,3,2023-01-10 10:00:00,Product_17,Sports,414.86,1244.58
228,65,74,1,2023-01-10 11:00:00,Product_74,Clothing,686.18,686.18
229,146,27,1,2023-01-10 12:00:00,Product_27,Home,558.81,558.81
230,224,54,2,2023-01-10 13:00:00,Product_54,Sports,171.31,342.62
231,239,50,3,2023-01-10 14:00:00,Product_50,Home,629.6,1888.8000000000002
232,177,35,4,2023-01-10 15:00:00,Product_35,Home,55.54,222.16
233,267,85,2,2023-01-10 16:00:00,Product_85,Clothing,737.72,1475.44
234,341,25,4,2023-01-10 17:00:00,Product_25,Clothing,955.32,3821.28
235,282,28,2,2023-01-10 18:00:00,Product_28,Clothing,615.6,1231.2
236,63,15,2,2023-01-10 19:00:00,Product_15,Clothing,837.62,1675.24
237,217,4,3,2023-01-10 20:00:00,Product_4,Sports,641.06,1923.1799999999998
238,342,93,3,2023-01-10 21:00:00,Product_93,Electronics,378.3,1134.9
239,315,73,4,2023-01-10 22:00:00,Product_73,Electronics,103.5,414.0
240,283,27,4,2023-01-10 23:00:00,Product_27,Home,558.81,2235.24
241,177,26,1,2023-01-11 00:00:00,Product_26,Home,740.52,740.52
242,461,19,3,2023-01-11 01:00:00,Product_19,Sports,164.87,494.61
243,417,92,2,2023-01-11 02:00:00,Product_92,Sports,418.49,836.98
244,98,17,2,2023-01-11 03:00:00,Product_17,Sports,414.86,829.72
245,105,43,1,2023-01-11 04:00:00,Product_43,Home,181.47,181.47
246,99,41,3,2023-01-11 05:00:00,Product_41,Home,496.7,1490.1
247,385,42,2,2023-01-11 06:00:00,Product_42,Clothing,478.74,957.48
248,405,50,1,2023-01-11 07:00:00,Product_50,Home,629.6,629.6
249,496,84,1,2023-01-11 08:00:00,Product_84,Clothing,878.7,878.7
250,311,40,2,2023-01-11 09:00:00,Product_40,Clothing,106.86,213.72
251,6,39,2,2023-01-11 10:00:00,Product_39,Electronics,479.43,958.86
252,476,23,4,2023-01-11 11:00:00,Product_23,Clothing,663.6,2654.4
253,465,96,3,2023-01-11 12:00:00,Product_96,Sports,931.45,2794.3500000000004
254,197,52,4,2023-01-11 13:00:00,Product_52,Sports,857.92,3431.68
255,351,47,1,2023-01-11 14:00:00,Product_47,Electronics,638.74,638.74
256,133,63,2,2023-01-11 15:00:00,Product_63,Home,463.67,927.34
257,358,97,4,2023-01-11 16:00:00,Product_97,Electronics,859.83,3439.32
258,259,69,1,2023-01-11 17:00:00,Product_69,Home,203.83,203.83
259,437,43,3,2023-01-11 18:00:00,Product_43,Home,181.47,544.41
260,23,48,2,2023-01-11 19:00:00,Product_48,Sports,54.85,109.7
261,485,34,4,2023-01-11 20:00:00,Product_34,Electronics,124.91,499.64
262,53,40,3,2023-01-11 21:00:00,Product_40,Clothing,106.86,320.58
263,165,75,4,2023-01-11 22:00:00,Product_75,Home,80.48,321.92
264,202,61,1,2023-01-11 23:00:00,Product_61,Sports,394.29,394.29
265,458,50,3,2023-01-12 00:00:00,Product_50,Home,629.6,1888.8000000000002
266,83,67,4,2023-01-12 01:00:00,Product_67,Clothing,961.58,3846.32
267,145,62,3,2023-01-12 02:00:00,Product_62,Home,646.86,1940.58
268,85,58,1,2023-01-12 03:00:00,Product_58,Clothing,589.92,589.92
269,78,33,3,2023-01-12 04:00:00,Product_33,Electronics,24.25,72.75
270,457,75,4,2023-01-12 05:00:00,Product_75,Home,80.48,321.92
271,366,16,1,2023-01-12 06:00:00,Product_16,Home,699.01,699.01
272,1,82,2,2023-01-12 07:00:00,Product_82,Electronics,699.77,1399.54
273,51,94,4,2023-01-12 08:00:00,Product_94,Sports,778.65,3114.6
274,173,48,4,2023-01-12 09:00:00,Product_48,Sports,54.85,219.4
275,205,10,1,2023-01-12 10:00:00,Product_10,Clothing,278.12,278.12
276,260,82,1,2023-01-12 11:00:00,Product_82,Electronics,699.77,699.77
277,446,38,2,2023-01-12 12:00:00,Product_38,Home,706.62,1413.24
278,449,19,4,2023-01-12 13:00:00,Product_19,Sports,164.87,659.48
279,369,36,1,2023-01-12 14:00:00,Product_36,Clothing,50.32,50.32
280,488,59,2,2023-01-12 15:00:00,Product_59,Sports,940.83,1881.66
281,288,63,2,2023-01-12 16:00:00,Product_63,Home,463.67,927.34
282,34,77,1,2023-01-12 17:00:00,Product_77,Electronics,846.43,846.43
283,348,46,4,2023-01-12 18:00:00,Product_46,Sports,619.69,2478.76
284,95,3,3,2023-01-12 19:00:00,Product_3,Electronics,545.23,1635.69
285,72,74,3,2023-01-12 20:00:00,Product_74,Clothing,686.18,2058.54
286,39,65,2,2023-01-12 21:00:00,Product_65,Sports,942.05,1884.1
287,154,91,3,2023-01-12 22:00:00,Product_91,Electronics,990.6,2971.8
288,250,8,3,2023-01-12 23:00:00,Product_8,Home,329.73,989.19
289,162,51,1,2023-01-13 00:00:00,Product_51,Electronics,508.1,508.1
290,438,81,2,2023-01-13 01:00:00,Product_81,Clothing,126.98,253.96
291,118,73,4,2023-01-13 02:00:00,Product_73,Electronics,103.5,414.0
292,259,6,2,2023-01-13 03:00:00,Product_6,Electronics,976.09,1952.18
293,379,89,1,2023-01-13 04:00:00,Product_89,Sports,753.11,753.11
294,306,39,3,2023-01-13 05:00:00,Product_39,Electronics,479.43,1438.29
295,268,60,4,2023-01-13 06:00:00,Product_60,Clothing,579.72,2318.88
296,449,28,2,2023-01-13 07:00:00,Product_28,Clothing,615.6,1231.2
297,54,97,3,2023-01-13 08:00:00,Product_97,Electronics,859.83,2579.4900000000002
298,236,54,2,2023-01-13 09:00:00,Product_54,Sports,171.31,342.62
299,389,37,4,2023-01-13 10:00:00,Product_37,Sports,856.91,3427.64
300,478,9,2,2023-01-13 11:00:00,Product_9,Sports,797.23,1594.46
301,222,82,2,2023-01-13 12:00:00,Product_82,Electronics,699.77,1399.54
302,251,56,2,2023-01-13 13:00:00,Product_56,Sports,646.0,1292.0
303,313,59,3,2023-01-13 14:00:00,Product_59,Sports,940.83,2822.4900000000002
304,401,85,4,2023-01-13 15:00:00,Product_85,Clothing,737.72,2950.88
305,112,2,4,2023-01-13 16:00:00,Product_2,Electronics,536.04,2144.16
306,255,61,3,2023-01-13 17:00:00,Product_61,Sports,394.29,1182.8700000000001
307,303,58,3,2023-01-13 18:00:00,Product_58,Clothing,589.92,1769.7599999999998
308,407,60,3,2023-01-13 19:00:00,Product_60,Clothing,579.72,1739.16
309,207,40,1,2023-01-13 20:00:00,Product_40,Clothing,106.86,106.86
310,229,36,2,2023-01-13 21:00:00,Product_36,Clothing,50.32,100.64
311,341,37,2,2023-01-13 22:00:00,Product_37,Sports,856.91,1713.82
312,398,79,4,2023-01-13 23:00:00,Product_79,Clothing,816.32,3265.28
313,66,92,2,2023-01-14 00:00:00,Product_92,Sports,418.49,836.98
314,75,18,1,2023-01-14 01:00:00,Product_18,Clothing,181.56,181.56
315,435,98,3,2023-01-14 02:00:00,Product_98,Home,434.7,1304.1
316,103,63,4,2023-01-14 03:00:00,Product_63,Home,463.67,1854.68
317,422,22,4,2023-01-14 04:00:00,Product_22,Home,717.45,2869.8
318,192,11,2,2023-01-14 05:00:00,Product_11,Electronics,444.58,889.16
319,252,58,4,2023-01-14 06:00:00,Product_58,Clothing,589.92,2359.68
320,226,57,3,2023-01-14 07:00:00,Product_57,Sports,36.25,108.75
321,294,77,4,2023-01-14 08:00:00,Product_77,Electronics,846.43,3385.72
322,306,4,3,2023-01-14 09:00:00,Product_4,Sports,641.06,1923.1799999999998
323,98,86,1,2023-01-14 10:00:00,Product_86,Home,805.45,805.45
324,338,7,1,2023-01-14 11:00:00,Product_7,Sports,521.14,521.14
325,286,61,3,2023-01-14 12:00:00,Product_61,Sports,394.29,1182.8700000000001
326,335,54,2,2023-01-14 13:00:00,Product_54,Sports,171.31,342.62
327,347,88,4,2023-01-14 14:00:00,Product_88,Home,185.67,742.68
328,435,68,2,2023-01-14 15:00:00,Product_68,Sports,906.3,1812.6
329,447,92,4,2023-01-14 16:00:00,Product_92,Sports,418.49,1673.96
330,482,79,1,2023-01-14 17:00:00,Product_79,Clothing,816.32,816.32
331,308,1,1,2023-01-14 18:00:00,Product_1,Home,61.16,61.16
332,249,55,1,2023-01-14 19:00:00,Product_55,Electronics,79.86,79.86
333,166,3,4,2023-01-14 20:00:00,Product_3,Electronics,545.23,2180.92
334,481,78,1,2023-01-14 21:00:00,Product_78,Clothing,33.04,33.04
335,472,38,1,2023-01-14 22:00:00,Product_38,Home,706.62,706.62
336,335,1,1,2023-01-14 23:00:00,Product_1,Home,61.16,61.16
337,30,38,1,2023-01-15 00:00:00,Product_38,Home,706.62,706.62
338,247,85,2,2023-01-15 01:00:00,Product_85,Clothing,737.72,1475.44
339,106,29,1,2023-01-15 02:00:00,Product_29,Clothing,425.4,425.4
340,51,5,1,2023-01-15 03:00:00,Product_5,Home,728.83,728.83
341,81,74,2,2023-01-15 04:00:00,Product_74,Clothing,686.18,1372.36
342,133,92,2,2023-01-15 05:00:00,Product_92,Sports,418.49,836.98
343,285,21,4,2023-01-15 06:00:00,Product_21,Sports,553.73,2214.92
344,388,71,3,2023-01-15 07:00:00,Product_71,Clothing,109.77,329.31
345,138,67,1,2023-01-15 08:00:00,Product_67,Clothing,961.58,961.58
346,184,47,1,2023-01-15 09:00:00,Product_47,Electronics,638.74,638.74
347,401,84,1,2023-01-15 10:00:00,Product_84,Clothing,878.7,878.7
348,330,83,4,2023-01-15 11:00:00,Product_83,Sports,632.65,2530.6
349,273,35,1,2023-01-15 12:00:00,Product_35,Home,55.54,55.54
350,340,68,3,2023-01-15 13:00:00,Product_68,Sports,906.3,2718.8999999999996
351,472,69,2,2023-01-15 14:00:00,Product_69,Home,203.83,407.66
352,69,1,4,2023-01-15 15:00:00,Product_1,Home,61.16,244.64
353,34,68,2,2023-01-15 16:00:00,Product_68,Sports,906.3,1812.6
354,262,12,1,2023-01-15 17:00:00,Product_12,Clothing,87.67,87.67
355,53,60,1,2023-01-15 18:00:00,Product_60,Clothing,579.72,579.72
356,450,27,1,2023-01-15 19:00:00,Product_27,Home,558.81,558.81
